0.500000 0.313632 0.281220 0.264978 0.324959 0.370824 0.321000 0.313205 0.297254 0.314861 0.336662 0.328771 0.321522 0.328022 0.321206 0.334337 0.358312 0.356644 0.351837 0.359271
0.346274 0.319633 0.322481 0.344478 0.321860 0.327504 0.322400 0.369300 0.339058 0.343442 0.337876 0.344410 0.347628 0.359757 0.373351 0.389106 0.378238 0.383247 0.373396 0.332481
0.301608 0.299469 0.350986 0.291998 0.368171 0.291451 0.301131 0.322193 0.314852 0.318695 0.306838 0.311637 0.300533 0.384713 0.368223 0.301830 0.313530 0.349200 0.343584 0.364506
0.448166 0.410477 0.294574 0.302513 0.329861 0.296115 0.331531 0.312050 0.296753 0.310026 0.342635 0.340224 0.358540 0.340071 0.320820 0.344601 0.332714 0.328923 0.337426 0.347564
0.500000 0.395449 0.270524 0.223547 0.294715 0.394981 0.367878 0.369765 0.366492 0.318105 0.313157 0.334090 0.323390 0.297643 0.336187 0.339016 0.395690 0.362014 0.369610 0.303673
0.498931 0.301608 0.325522 0.368064 0.325019 0.352888 0.316524 0.340548 0.317249 0.301046 0.300428 0.304226 0.308157 0.291562 0.318014 0.333640 0.320237 0.323934 0.317069 0.302269
0.447106 0.372811 0.299469 0.286554 0.313593 0.290637 0.271225 0.325285 0.292665 0.299057 0.326267 0.280269 0.316726 0.320119 0.307168 0.312808 0.316078 0.304856 0.292356 0.289774
0.346274 0.336860 0.288691 0.269438 0.260140 0.260075 0.247023 0.257964 0.272210 0.255950 0.256204 0.284158 0.274880 0.296009 0.291343 0.283234 0.299102 0.281327 0.275641 0.278162
0.301608 0.283662 0.277337 0.243438 0.292769 0.296998 0.365028 0.344974 0.307365 0.325722 0.332170 0.338562 0.325142 0.318973 0.317780 0.303892 0.310420 0.316992 0.338801 0.330631
0.498931 0.313593 0.310849 0.286762 0.301088 0.320766 0.343633 0.306895 0.329575 0.340629 0.306504 0.289593 0.275779 0.269679 0.266602 0.280252 0.293001 0.320133 0.332415 0.319628
0.395449 0.513210 0.340754 0.292041 0.300720 0.296392 0.292630 0.359406 0.339064 0.305421 0.299499 0.302338 0.319585 0.331684 0.325314 0.319223 0.327630 0.330697 0.329399 0.315270
0.500000 0.498931 0.447106 0.395449 0.346274 0.301608 0.325522 0.232079 0.284729 0.282475 0.301664 0.314687 0.319781 0.312351 0.352711 0.288511 0.334154 0.319748 0.303965 0.325186
0.447106 0.430346 0.397869 0.318409 0.275241 0.269068 0.301557 0.318232 0.306536 0.328470 0.316450 0.321349 0.330386 0.320339 0.322982 0.301792 0.296972 0.311895 0.332789 0.320088
0.420324 0.362478 0.338946 0.299366 0.306907 0.319369 0.273829 0.281925 0.308986 0.307498 0.299262 0.281340 0.290871 0.304204 0.307506 0.318167 0.308617 0.287554 0.276793 0.282704
0.500000 0.325522 0.289820 0.344798 0.302381 0.293310 0.296089 0.300725 0.307233 0.272484 0.301970 0.301000 0.311029 0.296246 0.288302 0.327480 0.300233 0.336433 0.310179 0.316017
0.346274 0.301608 0.261563 0.283662 0.298408 0.289849 0.310167 0.294084 0.293751 0.310960 0.299216 0.287765 0.306919 0.302425 0.293611 0.296116 0.290923 0.298572 0.306596 0.301135
0.500000 0.447106 0.395449 0.225381 0.192056 0.271041 0.320013 0.340729 0.286921 0.255705 0.270796 0.326471 0.333777 0.338366 0.360393 0.381955 0.362900 0.347132 0.340425 0.334252
0.319412 0.290729 0.335867 0.324556 0.321798 0.327812 0.353174 0.325795 0.330252 0.332471 0.327744 0.323748 0.327281 0.318968 0.311578 0.317345 0.300603 0.308240 0.316724 0.300732
0.498931 0.300662 0.331528 0.362933 0.349732 0.355502 0.345763 0.336930 0.310954 0.320020 0.343054 0.354426 0.357926 0.350061 0.357436 0.347120 0.336557 0.346815 0.355007 0.349002
0.261563 0.251096 0.316565 0.272827 0.349955 0.326212 0.282061 0.313654 0.335243 0.320178 0.270044 0.279201 0.284757 0.295097 0.292456 0.277748 0.285805 0.282843 0.277669 0.275153
0.498931 0.280951 0.228698 0.273912 0.300228 0.280364 0.296287 0.282409 0.264083 0.320981 0.304923 0.319335 0.336031 0.324515 0.329319 0.338925 0.305513 0.291966 0.314818 0.325640
0.500000 0.261563 0.351298 0.319236 0.378775 0.290060 0.259573 0.301806 0.326270 0.294626 0.288631 0.314026 0.332738 0.315472 0.310451 0.364139 0.312529 0.306373 0.297962 0.308138
0.346274 0.301608 0.333349 0.299469 0.314336 0.283663 0.318123 0.338071 0.299025 0.303859 0.308785 0.335223 0.352412 0.320105 0.311332 0.336294 0.322780 0.303134 0.308488 0.326148
0.447106 0.395449 0.367524 0.283378 0.345245 0.303089 0.290671 0.325296 0.297294 0.288838 0.330136 0.314493 0.321445 0.337126 0.321083 0.300768 0.316850 0.305826 0.294009 0.296115
0.346274 0.362897 0.378480 0.342724 0.350610 0.366351 0.320006 0.339513 0.298339 0.289691 0.293787 0.320928 0.311465 0.290330 0.288810 0.291454 0.331334 0.310508 0.309924 0.311019
0.500000 0.498931 0.362897 0.310061 0.313567 0.320007 0.299289 0.304584 0.318747 0.317697 0.311894 0.324527 0.310362 0.302721 0.283368 0.304771 0.303132 0.309224 0.306298 0.314839
0.395449 0.301608 0.245531 0.270184 0.321464 0.330523 0.312056 0.308391 0.295694 0.266076 0.265848 0.277804 0.296672 0.293247 0.282545 0.304824 0.333404 0.351321 0.324085 0.318845
0.346274 0.325522 0.389085 0.351298 0.292307 0.302467 0.290826 0.296774 0.307203 0.296125 0.295168 0.310197 0.304767 0.295562 0.308255 0.311137 0.291083 0.290839 0.295195 0.307860
0.273467 0.311491 0.370945 0.331403 0.353076 0.376462 0.325602 0.317711 0.310398 0.320989 0.335989 0.348547 0.339716 0.318467 0.327637 0.368900 0.373088 0.363578 0.376280 0.363191
0.498931 0.325522 0.351298 0.296315 0.323359 0.334150 0.315502 0.316245 0.410284 0.340580 0.324621 0.327444 0.337956 0.330476 0.306569 0.303811 0.319170 0.331051 0.333974 0.333403
0.447106 0.264225 0.300050 0.257654 0.266215 0.350386 0.318598 0.379957 0.390033 0.336804 0.378280 0.338221 0.330997 0.321420 0.333299 0.326974 0.342375 0.352163 0.341911 0.336093
0.301608 0.332317 0.306082 0.283663 0.255201 0.320681 0.309334 0.318662 0.381858 0.373072 0.321783 0.326535 0.325757 0.316951 0.338320 0.320514 0.330997 0.318803 0.321557 0.328277
0.447106 0.420324 0.395271 0.306577 0.303085 0.324001 0.342310 0.328158 0.321886 0.318738 0.321438 0.310836 0.318431 0.338609 0.326741 0.329247 0.343940 0.351985 0.346110 0.340322
0.498931 0.395449 0.341896 0.447529 0.343541 0.329441 0.328302 0.333146 0.323648 0.337630 0.319295 0.336321 0.345658 0.350221 0.318174 0.339825 0.352585 0.357385 0.348476 0.361880
0.500000 0.345513 0.361994 0.328939 0.309668 0.332178 0.304470 0.299238 0.314441 0.330861 0.322041 0.321600 0.333549 0.341455 0.341135 0.345129 0.349183 0.312145 0.314420 0.322486
0.669320 0.632013 0.585386 0.569987 0.556496 0.552356 0.548372 0.544438 0.523555 0.514322 0.511388 0.508537 0.500233 0.495073 0.487755 0.456726 0.452819 0.446230 0.444344 0.440604
0.395449 0.261563 0.326462 0.375290 0.345048 0.303772 0.307661 0.312568 0.346544 0.359699 0.326969 0.318398 0.347032 0.322276 0.325222 0.335802 0.335056 0.373071 0.350820 0.325309
0.301608 0.261563 0.357445 0.335135 0.318209 0.293053 0.281895 0.284783 0.278609 0.272850 0.275679 0.293635 0.304103 0.322651 0.318120 0.330690 0.307389 0.355860 0.341171 0.313709
0.395449 0.192056 0.297127 0.295531 0.275701 0.258626 0.332675 0.329667 0.312181 0.269956 0.285045 0.321972 0.348128 0.339896 0.334646 0.319288 0.326775 0.320790 0.317718 0.325948
0.498931 0.304114 0.286849 0.260135 0.265651 0.342806 0.312350 0.300169 0.305177 0.300207 0.303397 0.294867 0.321110 0.307884 0.294586 0.324122 0.316580 0.316299 0.309895 0.322555
0.301608 0.201751 0.242857 0.252394 0.230622 0.228226 0.238787 0.287314 0.311055 0.339767 0.319742 0.267980 0.258954 0.296836 0.290544 0.257761 0.317314 0.315731 0.325533 0.297740
0.498931 0.346274 0.314083 0.320996 0.333931 0.305069 0.313321 0.308306 0.304539 0.314671 0.314327 0.300977 0.310343 0.306970 0.295375 0.311604 0.333594 0.326571 0.320232 0.297467
0.261563 0.389085 0.383455 0.329563 0.308455 0.338263 0.322039 0.329109 0.297821 0.340460 0.337922 0.312023 0.295663 0.303043 0.299087 0.321010 0.307613 0.296236 0.296251 0.295840
0.372811 0.368421 0.292007 0.279274 0.303588 0.325478 0.318276 0.305090 0.362654 0.320836 0.325813 0.329811 0.319812 0.328319 0.348534 0.337638 0.342229 0.358122 0.346803 0.333355
